index,mos,im_loc
777,73.61262673,voc_emotic_ava/AVA__238107.jpg
778,72.67940926,blur_dataset/out_of_focus0399.jpg
779,69.26301383,voc_emotic_ava/EMOTIC__COCO_train2014_000000545181.jpg
780,69.84674408,voc_emotic_ava/EMOTIC__COCO_train2014_000000390644.jpg
781,76.68950818,voc_emotic_ava/JPEGImages__2010_000458.jpg
782,80.91268075,voc_emotic_ava/JPEGImages__2010_002931.jpg
783,76.36509875,voc_emotic_ava/EMOTIC__COCO_val2014_000000523871.jpg
784,69.30306147,voc_emotic_ava/AVA__324030.jpg
785,76.1453863,voc_emotic_ava/EMOTIC__COCO_train2014_000000368084.jpg
786,72.66213385,voc_emotic_ava/JPEGImages__2011_002294.jpg
787,75.92497856,voc_emotic_ava/EMOTIC__COCO_train2014_000000186148.jpg
788,85.75034779,voc_emotic_ava/JPEGImages__2008_003088.jpg
789,77.39469167,voc_emotic_ava/EMOTIC__COCO_val2014_000000054679.jpg
790,76.12239551,voc_emotic_ava/VOC2012__2012_002946.jpg
791,71.97388729,voc_emotic_ava/AVA__633131.jpg
792,70.98006565,voc_emotic_ava/VOC2012__2011_006262.jpg
793,76.14549644,voc_emotic_ava/EMOTIC__COCO_train2014_000000556568.jpg
794,70.87201327,voc_emotic_ava/VOC2012__2009_001780.jpg
795,73.78976632,voc_emotic_ava/AVA__403759.jpg
796,69.65648009,voc_emotic_ava/AVA__150999.jpg
797,74.34382841,blur_dataset/out_of_focus0054.jpg
798,68.32827958,voc_emotic_ava/AVA__312578.jpg
799,81.66534226,voc_emotic_ava/AVA__761939.jpg
800,80.52127476,voc_emotic_ava/VOC2012__2008_007752.jpg
801,75.01114471,voc_emotic_ava/EMOTIC__COCO_train2014_000000515701.jpg
802,68.86517773,voc_emotic_ava/AVA__220306.jpg
803,64.81283538,voc_emotic_ava/VOC2012__2012_001187.jpg
804,77.80185073,voc_emotic_ava/EMOTIC__COCO_val2014_000000564281.jpg
805,66.68429709,voc_emotic_ava/EMOTIC__COCO_val2014_000000505818.jpg
806,74.01854123,voc_emotic_ava/EMOTIC__COCO_train2014_000000033094.jpg
807,76.10610109,voc_emotic_ava/VOC2012__2010_005347.jpg
808,74.20314668,voc_emotic_ava/EMOTIC__eo03x1z3s7k3ltcivs.jpg
809,75.48376291,voc_emotic_ava/AVA__169757.jpg
810,68.92847429,voc_emotic_ava/VOC2012__2010_005476.jpg
811,75.54657885,voc_emotic_ava/JPEGImages__2010_006253.jpg
812,73.90106529,voc_emotic_ava/VOC2012__2011_004166.jpg
813,77.70727143,voc_emotic_ava/JPEGImages__2012_001904.jpg
814,74.8082328,voc_emotic_ava/JPEGImages__2009_004451.jpg
815,25.18860643,voc_emotic_ava/AVA__452506.jpg
816,74.19984447,voc_emotic_ava/EMOTIC__1phlm14an1d5vd7r6q.jpg
817,78.3642803,voc_emotic_ava/VOC2012__2008_003714.jpg
818,71.60198994,voc_emotic_ava/EMOTIC__COCO_train2014_000000028855.jpg
819,71.96661086,voc_emotic_ava/JPEGImages__2010_006799.jpg
820,73.06237326,voc_emotic_ava/AVA__616155.jpg
821,74.67565776,voc_emotic_ava/AVA__34042.jpg
822,71.9523868,voc_emotic_ava/VOC2012__2011_002042.jpg
823,86.34893817,voc_emotic_ava/EMOTIC__55w8co631ixjve46ra.jpg
824,76.73950778,voc_emotic_ava/EMOTIC__COCO_train2014_000000121706.jpg
825,68.94874573,voc_emotic_ava/VOC2012__2011_003588.jpg
826,77.70449757,voc_emotic_ava/VOC2012__2010_006942.jpg
827,72.17814615,voc_emotic_ava/VOC2012__2011_006625.jpg
828,72.60577169,voc_emotic_ava/JPEGImages__2007_002234.jpg
829,58.41185134,voc_emotic_ava/JPEGImages__2011_006888.jpg
830,75.04112968,voc_emotic_ava/JPEGImages__2010_000651.jpg
831,71.49290727,voc_emotic_ava/JPEGImages__2010_005022.jpg
832,71.26411352,voc_emotic_ava/VOC2012__2010_006543.jpg
833,73.34347421,voc_emotic_ava/AVA__77351.jpg
834,77.54815656,voc_emotic_ava/VOC2012__2012_004078.jpg
835,73.51896028,voc_emotic_ava/VOC2012__2011_001136.jpg
836,55.39942906,voc_emotic_ava/JPEGImages__2008_008276.jpg
837,81.38494101,voc_emotic_ava/EMOTIC__COCO_train2014_000000488753.jpg
838,73.07190736,voc_emotic_ava/VOC2012__2011_006222.jpg
839,73.97101285,voc_emotic_ava/EMOTIC__COCO_train2014_000000251466.jpg
840,74.86987108,voc_emotic_ava/JPEGImages__2010_005128.jpg
841,80.6005654,voc_emotic_ava/JPEGImages__2012_000032.jpg
842,74.0543597,voc_emotic_ava/VOC2012__2008_004919.jpg
843,70.32944129,voc_emotic_ava/JPEGImages__2011_000009.jpg
844,73.75561176,voc_emotic_ava/AVA__249032.jpg
845,73.83503266,voc_emotic_ava/EMOTIC__COCO_train2014_000000289352.jpg
846,67.06673294,voc_emotic_ava/JPEGImages__2007_004052.jpg
847,78.52300781,voc_emotic_ava/VOC2012__2011_002243.jpg
848,74.71898532,voc_emotic_ava/AVA__19817.jpg
849,77.80721617,voc_emotic_ava/VOC2012__2008_007475.jpg
850,73.65503983,voc_emotic_ava/EMOTIC__COCO_train2014_000000143140.jpg
851,76.08508272,voc_emotic_ava/EMOTIC__COCO_train2014_000000365069.jpg
852,79.00094974,voc_emotic_ava/JPEGImages__2008_006458.jpg
853,60.45662829,voc_emotic_ava/VOC2012__2008_006512.jpg
854,71.91672972,voc_emotic_ava/EMOTIC__COCO_train2014_000000573476.jpg
855,66.55192511,voc_emotic_ava/EMOTIC__COCO_train2014_000000279584.jpg
856,76.20068841,voc_emotic_ava/JPEGImages__2008_003789.jpg
857,64.2528631,voc_emotic_ava/AVA__517160.jpg
858,76.18960412,voc_emotic_ava/JPEGImages__2011_001691.jpg
859,73.90959234,blur_dataset/motion0198.jpg
860,75.83375697,voc_emotic_ava/VOC2012__2009_000106.jpg
861,70.48604706,voc_emotic_ava/VOC2012__2011_003710.jpg
862,83.17371124,voc_emotic_ava/EMOTIC__COCO_train2014_000000030334.jpg
863,72.4703773,voc_emotic_ava/EMOTIC__ee3ycqaetu7oi2ocfm.jpg
864,75.82168576,voc_emotic_ava/EMOTIC__COCO_train2014_000000525678.jpg
865,58.28003715,voc_emotic_ava/EMOTIC__COCO_val2014_000000537069.jpg
866,82.21408393,voc_emotic_ava/VOC2012__2009_001844.jpg
867,73.45863026,voc_emotic_ava/JPEGImages__2010_006263.jpg
868,79.31209652,voc_emotic_ava/AVA__237668.jpg
869,73.85936442,voc_emotic_ava/VOC2012__2011_004373.jpg
870,75.53153743,voc_emotic_ava/VOC2012__2009_004156.jpg
871,77.02271482,voc_emotic_ava/EMOTIC__COCO_val2014_000000497009.jpg
872,70.61123927,voc_emotic_ava/JPEGImages__2010_002917.jpg
873,71.0482557,voc_emotic_ava/EMOTIC__COCO_train2014_000000579947.jpg
874,71.61892725,voc_emotic_ava/VOC2012__2011_002017.jpg
875,73.23417579,voc_emotic_ava/VOC2012__2009_001492.jpg
876,72.24811625,voc_emotic_ava/JPEGImages__2008_004590.jpg
877,68.58028832,voc_emotic_ava/AVA__280802.jpg
878,75.84556312,voc_emotic_ava/EMOTIC__COCO_val2014_000000540466.jpg
879,68.57702625,voc_emotic_ava/JPEGImages__2011_003212.jpg
880,71.74366349,voc_emotic_ava/VOC2012__2008_002014.jpg
881,66.78516369,voc_emotic_ava/EMOTIC__COCO_train2014_000000574645.jpg
882,74.22634645,voc_emotic_ava/JPEGImages__2008_007124.jpg
883,78.81146093,voc_emotic_ava/JPEGImages__2011_002389.jpg
884,82.19902732,blur_dataset/out_of_focus0688.jpg
885,56.76290613,voc_emotic_ava/EMOTIC__COCO_train2014_000000391488.jpg
886,70.90893291,voc_emotic_ava/VOC2012__2011_005724.jpg
887,74.50888753,voc_emotic_ava/AVA__302435.jpg
888,76.71485897,voc_emotic_ava/EMOTIC__COCO_train2014_000000450832.jpg
889,74.27899198,voc_emotic_ava/VOC2012__2009_001957.jpg
890,73.43748035,voc_emotic_ava/AVA__8621.jpg
891,70.19824251,voc_emotic_ava/JPEGImages__2009_004761.jpg
892,69.93695424,voc_emotic_ava/AVA__526540.jpg
893,66.12635981,voc_emotic_ava/AVA__390865.jpg
894,76.54128333,voc_emotic_ava/JPEGImages__2009_001128.jpg
895,71.65666873,voc_emotic_ava/JPEGImages__2012_001945.jpg
896,72.30248386,voc_emotic_ava/AVA__722333.jpg
897,71.01216122,voc_emotic_ava/JPEGImages__2009_005225.jpg
898,63.68439874,voc_emotic_ava/JPEGImages__2011_006440.jpg
899,72.12288564,voc_emotic_ava/JPEGImages__2011_002579.jpg
900,68.09463561,voc_emotic_ava/JPEGImages__2010_006035.jpg
901,68.55653219,voc_emotic_ava/JPEGImages__2012_000932.jpg
902,55.77877975,voc_emotic_ava/VOC2012__2008_000830.jpg
903,72.29565822,voc_emotic_ava/JPEGImages__2010_004660.jpg
904,76.68442627,voc_emotic_ava/EMOTIC__COCO_train2014_000000405516.jpg
905,75.55579272,voc_emotic_ava/EMOTIC__COCO_train2014_000000233841.jpg
906,76.37928461,voc_emotic_ava/AVA__204763.jpg
907,77.90572195,voc_emotic_ava/VOC2012__2011_005899.jpg
908,69.24595493,voc_emotic_ava/JPEGImages__2008_001340.jpg
909,69.39558442,voc_emotic_ava/JPEGImages__2008_001928.jpg
910,55.7447408,voc_emotic_ava/AVA__337511.jpg
911,76.72427004,voc_emotic_ava/VOC2012__2011_003032.jpg
912,71.46378251,voc_emotic_ava/JPEGImages__2011_006310.jpg
913,77.76944114,voc_emotic_ava/VOC2012__2011_006433.jpg
914,78.05117994,voc_emotic_ava/VOC2012__2011_000483.jpg
915,72.60746172,voc_emotic_ava/VOC2012__2012_000600.jpg
916,79.96327995,voc_emotic_ava/AVA__434937.jpg
917,73.01365539,voc_emotic_ava/EMOTIC__COCO_train2014_000000520479.jpg
918,76.56166345,voc_emotic_ava/EMOTIC__COCO_train2014_000000462138.jpg
919,73.47974918,voc_emotic_ava/VOC2012__2011_000573.jpg
920,77.34032084,voc_emotic_ava/EMOTIC__COCO_train2014_000000053448.jpg
921,67.86084614,voc_emotic_ava/EMOTIC__COCO_train2014_000000325494.jpg
922,71.16529282,voc_emotic_ava/AVA__437670.jpg
923,74.1349153,voc_emotic_ava/EMOTIC__COCO_train2014_000000078583.jpg
924,75.08934915,voc_emotic_ava/VOC2012__2009_001072.jpg
925,72.70472607,voc_emotic_ava/VOC2012__2010_005079.jpg
926,70.93796101,blur_dataset/out_of_focus0615.jpg
927,77.0580522,voc_emotic_ava/AVA__365333.jpg
928,75.72101901,voc_emotic_ava/AVA__751519.jpg
929,72.0285536,voc_emotic_ava/VOC2012__2012_002247.jpg
930,67.35337823,voc_emotic_ava/AVA__584456.jpg
931,74.68751312,voc_emotic_ava/EMOTIC__COCO_train2014_000000203671.jpg
932,70.54791984,voc_emotic_ava/AVA__492975.jpg
933,74.10723264,voc_emotic_ava/VOC2012__2012_002502.jpg
934,58.20948182,voc_emotic_ava/JPEGImages__2010_002327.jpg
935,75.96025373,voc_emotic_ava/VOC2012__2010_006581.jpg
936,71.74043038,voc_emotic_ava/AVA__52606.jpg
937,78.67395342,voc_emotic_ava/VOC2012__2011_001338.jpg
938,75.34240494,voc_emotic_ava/VOC2012__2011_004390.jpg
939,74.90220116,voc_emotic_ava/JPEGImages__2008_002972.jpg
940,73.54585332,voc_emotic_ava/VOC2012__2011_005019.jpg
941,69.60933117,voc_emotic_ava/AVA__111481.jpg
942,83.28649471,voc_emotic_ava/VOC2012__2009_003306.jpg
943,61.29633334,voc_emotic_ava/JPEGImages__2010_004325.jpg
944,74.36110193,voc_emotic_ava/AVA__616603.jpg
945,61.04000763,voc_emotic_ava/VOC2012__2008_000850.jpg
946,69.13382603,voc_emotic_ava/JPEGImages__2012_004012.jpg
947,71.09322524,voc_emotic_ava/JPEGImages__2011_000630.jpg
948,76.11718529,voc_emotic_ava/EMOTIC__COCO_train2014_000000554561.jpg
949,70.01092772,voc_emotic_ava/VOC2012__2008_008316.jpg
950,68.21522484,voc_emotic_ava/JPEGImages__2009_004593.jpg
951,75.40481923,voc_emotic_ava/JPEGImages__2008_007025.jpg
952,74.06976233,voc_emotic_ava/EMOTIC__COCO_val2014_000000035567.jpg
953,70.61338406,voc_emotic_ava/AVA__584761.jpg
954,86.10705347,voc_emotic_ava/AVA__442789.jpg
955,69.92088838,voc_emotic_ava/AVA__389275.jpg
956,77.41262694,voc_emotic_ava/EMOTIC__COCO_val2014_000000243891.jpg
957,76.75339521,voc_emotic_ava/JPEGImages__2012_003378.jpg
958,71.50663146,voc_emotic_ava/AVA__75069.jpg
959,67.06025033,voc_emotic_ava/JPEGImages__2009_000461.jpg
960,69.42162272,voc_emotic_ava/VOC2012__2011_003055.jpg
961,71.66319818,voc_emotic_ava/EMOTIC__COCO_train2014_000000150074.jpg
962,76.99989845,voc_emotic_ava/EMOTIC__COCO_train2014_000000022696.jpg
963,64.74158198,voc_emotic_ava/AVA__605326.jpg
964,49.62502489,voc_emotic_ava/VOC2012__2011_006577.jpg
965,76.33846433,voc_emotic_ava/VOC2012__2008_002953.jpg
966,79.07376321,voc_emotic_ava/JPEGImages__2012_002998.jpg
967,61.10617,voc_emotic_ava/AVA__149807.jpg
968,70.28740138,voc_emotic_ava/EMOTIC__7ohd6gku0gic85sbs7.jpg
969,80.32445944,voc_emotic_ava/AVA__311847.jpg
970,64.59635177,voc_emotic_ava/JPEGImages__2012_000693.jpg
971,72.07772941,voc_emotic_ava/JPEGImages__2010_000513.jpg
972,64.95382139,voc_emotic_ava/EMOTIC__COCO_val2014_000000253770.jpg
973,76.87859343,voc_emotic_ava/VOC2012__2010_002358.jpg
974,63.67804971,voc_emotic_ava/VOC2012__2012_003482.jpg
975,72.39058382,voc_emotic_ava/AVA__774338.jpg
976,65.9950278,voc_emotic_ava/VOC2012__2010_002533.jpg
977,68.97029838,voc_emotic_ava/JPEGImages__2011_003705.jpg
978,69.07184666,voc_emotic_ava/JPEGImages__2012_003811.jpg
979,77.84324364,voc_emotic_ava/JPEGImages__2009_002047.jpg
980,66.87483779,voc_emotic_ava/AVA__319024.jpg
981,73.37452265,voc_emotic_ava/AVA__197293.jpg
982,70.33931533,voc_emotic_ava/EMOTIC__e4rbd0nknf9dzmfm4m.jpg
983,70.97806843,voc_emotic_ava/VOC2012__2011_000753.jpg
984,71.87370986,voc_emotic_ava/JPEGImages__2007_000822.jpg
985,72.65142494,voc_emotic_ava/VOC2012__2010_001279.jpg
986,72.0310412,voc_emotic_ava/VOC2012__2008_005370.jpg
987,70.6871447,voc_emotic_ava/VOC2012__2012_001708.jpg
988,70.26070463,voc_emotic_ava/JPEGImages__2011_002838.jpg
989,74.5128791,voc_emotic_ava/AVA__428059.jpg
990,71.5450196,voc_emotic_ava/AVA__200751.jpg
991,64.36387006,voc_emotic_ava/VOC2012__2010_006800.jpg
992,72.39519988,voc_emotic_ava/EMOTIC__COCO_train2014_000000442997.jpg
993,76.51496959,voc_emotic_ava/EMOTIC__COCO_val2014_000000234251.jpg
994,65.159911,voc_emotic_ava/VOC2012__2012_001115.jpg
995,75.85800935,voc_emotic_ava/AVA__115949.jpg
996,71.13804717,blur_dataset/out_of_focus0384.jpg
997,66.59759592,voc_emotic_ava/EMOTIC__COCO_train2014_000000088267.jpg
998,76.04158481,voc_emotic_ava/JPEGImages__2009_003033.jpg
999,70.53275881,voc_emotic_ava/VOC2012__2008_003227.jpg
1000,52.80586587,voc_emotic_ava/EMOTIC__COCO_val2014_000000249301.jpg
1001,74.98781311,voc_emotic_ava/EMOTIC__COCO_train2014_000000251009.jpg
1002,70.51932487,blur_dataset/out_of_focus0660.jpg
1003,70.57783259,voc_emotic_ava/JPEGImages__2010_003914.jpg
1004,70.33633588,voc_emotic_ava/EMOTIC__COCO_train2014_000000319644.jpg
1005,70.58801345,voc_emotic_ava/EMOTIC__5pstls8j8nw53d8req.jpg
1006,74.58471653,voc_emotic_ava/EMOTIC__COCO_train2014_000000129738.jpg
1007,48.52528096,voc_emotic_ava/EMOTIC__COCO_train2014_000000289833.jpg
1008,71.88924945,voc_emotic_ava/EMOTIC__COCO_train2014_000000534627.jpg
1009,78.26461916,voc_emotic_ava/AVA__434215.jpg
1010,87.04608736,voc_emotic_ava/AVA__696518.jpg
1011,71.70919342,voc_emotic_ava/VOC2012__2012_003840.jpg
1012,71.11257185,voc_emotic_ava/AVA__285756.jpg
1013,63.83333508,voc_emotic_ava/EMOTIC__COCO_train2014_000000080200.jpg
1014,70.17076269,voc_emotic_ava/EMOTIC__COCO_train2014_000000105998.jpg
1015,75.16827498,voc_emotic_ava/EMOTIC__COCO_train2014_000000372357.jpg
1016,69.92979938,voc_emotic_ava/AVA__12274.jpg
1017,73.3805775,voc_emotic_ava/EMOTIC__COCO_train2014_000000391394.jpg
1018,69.37836977,voc_emotic_ava/AVA__42564.jpg
1019,67.75205653,voc_emotic_ava/EMOTIC__COCO_train2014_000000351705.jpg
1020,75.79724863,voc_emotic_ava/VOC2012__2012_000468.jpg
1021,66.64911465,voc_emotic_ava/VOC2012__2011_003863.jpg
1022,67.00307767,voc_emotic_ava/VOC2012__2010_006715.jpg
1023,82.03551015,blur_dataset/motion0058.jpg
1024,72.17417246,voc_emotic_ava/VOC2012__2011_003391.jpg
1025,72.03619539,voc_emotic_ava/VOC2012__2012_002208.jpg
1026,70.42639091,voc_emotic_ava/JPEGImages__2012_000289.jpg
1027,76.73249067,voc_emotic_ava/JPEGImages__2008_002566.jpg
1028,77.8597115,voc_emotic_ava/AVA__511210.jpg
1029,73.62656211,voc_emotic_ava/EMOTIC__COCO_train2014_000000488583.jpg
1030,71.81789744,voc_emotic_ava/VOC2012__2010_000636.jpg
1031,68.21850916,voc_emotic_ava/AVA__412558.jpg
1032,78.0755087,voc_emotic_ava/VOC2012__2011_002378.jpg
1033,78.0048458,voc_emotic_ava/JPEGImages__2010_003302.jpg
1034,71.29933522,voc_emotic_ava/EMOTIC__COCO_train2014_000000440689.jpg
1035,71.18484035,voc_emotic_ava/JPEGImages__2007_001299.jpg
1036,74.89720323,voc_emotic_ava/VOC2012__2009_004662.jpg
1037,75.08113274,voc_emotic_ava/EMOTIC__COCO_train2014_000000542658.jpg
1038,77.65709733,voc_emotic_ava/JPEGImages__2007_005859.jpg
1039,64.77858737,voc_emotic_ava/VOC2012__2010_004503.jpg
1040,68.20476955,voc_emotic_ava/JPEGImages__2012_002539.jpg
1041,76.84716624,voc_emotic_ava/JPEGImages__2009_001311.jpg
1042,73.90835298,voc_emotic_ava/EMOTIC__COCO_train2014_000000459355.jpg
1043,72.161514,voc_emotic_ava/AVA__446706.jpg
1044,76.3628744,voc_emotic_ava/AVA__39096.jpg
1045,80.70248597,voc_emotic_ava/AVA__818606.jpg
1046,79.16839481,voc_emotic_ava/VOC2012__2011_002314.jpg
1047,70.43094266,voc_emotic_ava/EMOTIC__COCO_val2014_000000564098.jpg
1048,79.6008119,voc_emotic_ava/AVA__521363.jpg
1049,75.17640995,voc_emotic_ava/AVA__410229.jpg
1050,77.52643433,voc_emotic_ava/VOC2012__2010_004582.jpg
1051,72.51168151,voc_emotic_ava/JPEGImages__2008_003767.jpg
1052,73.64341501,voc_emotic_ava/EMOTIC__COCO_val2014_000000488251.jpg
1053,66.59781507,voc_emotic_ava/AVA__477210.jpg
1054,74.91534559,voc_emotic_ava/VOC2012__2008_007617.jpg
1055,74.17558908,voc_emotic_ava/VOC2012__2008_008442.jpg
1056,65.60143181,voc_emotic_ava/EMOTIC__fa5r3o08nkixvkvo74.jpg
1057,71.7123965,blur_dataset/out_of_focus0062.jpg
1058,75.30928589,voc_emotic_ava/EMOTIC__COCO_train2014_000000054375.jpg
1059,70.60893108,voc_emotic_ava/AVA__162609.jpg
1060,60.53573741,voc_emotic_ava/VOC2012__2008_001372.jpg
1061,60.32138539,voc_emotic_ava/VOC2012__2011_002336.jpg
1062,72.79011313,voc_emotic_ava/AVA__694306.jpg
1063,61.83199154,voc_emotic_ava/VOC2012__2009_002220.jpg
1064,79.5906824,voc_emotic_ava/VOC2012__2008_002958.jpg
1065,72.28069683,voc_emotic_ava/AVA__335371.jpg
1066,73.94004788,voc_emotic_ava/EMOTIC__COCO_train2014_000000048257.jpg
1067,73.25458611,voc_emotic_ava/JPEGImages__2010_004275.jpg
1068,74.91504259,voc_emotic_ava/VOC2012__2008_007499.jpg
1069,66.59410623,blur_dataset/motion0200.jpg
1070,75.3039389,voc_emotic_ava/EMOTIC__COCO_train2014_000000006057.jpg
1071,63.73123336,voc_emotic_ava/AVA__64123.jpg
1072,74.68725381,voc_emotic_ava/EMOTIC__COCO_train2014_000000437986.jpg
1073,73.31065154,voc_emotic_ava/VOC2012__2010_006058.jpg
1074,72.11759632,voc_emotic_ava/EMOTIC__COCO_train2014_000000039434.jpg
1075,75.92831395,voc_emotic_ava/JPEGImages__2012_003287.jpg
1076,74.48605378,voc_emotic_ava/AVA__321730.jpg
1077,71.4278967,voc_emotic_ava/JPEGImages__2008_003578.jpg
1078,75.52082018,voc_emotic_ava/VOC2012__2010_003070.jpg
1079,66.28852651,voc_emotic_ava/EMOTIC__COCO_train2014_000000176229.jpg
1080,76.75956626,voc_emotic_ava/AVA__680586.jpg
1081,67.0917061,voc_emotic_ava/JPEGImages__2010_001980.jpg
1082,78.56006029,voc_emotic_ava/VOC2012__2010_000766.jpg
1083,79.892144,voc_emotic_ava/VOC2012__2012_002631.jpg
1084,73.29870268,voc_emotic_ava/VOC2012__2010_005895.jpg
1085,75.96244915,voc_emotic_ava/JPEGImages__2010_004355.jpg
1086,79.64171967,voc_emotic_ava/EMOTIC__COCO_val2014_000000094926.jpg
1087,76.38369507,voc_emotic_ava/JPEGImages__2008_003057.jpg
1088,68.68677726,voc_emotic_ava/AVA__426651.jpg
1089,77.53823222,voc_emotic_ava/VOC2012__2012_004171.jpg
1090,74.61753551,voc_emotic_ava/AVA__263551.jpg
1091,66.49427119,voc_emotic_ava/JPEGImages__2012_000084.jpg
1092,71.95814232,voc_emotic_ava/EMOTIC__cant76hve0ljq05h9f.jpg
1093,59.77145357,voc_emotic_ava/JPEGImages__2012_000790.jpg
1094,75.1470603,voc_emotic_ava/JPEGImages__2011_006691.jpg
1095,69.79060435,voc_emotic_ava/VOC2012__2008_006848.jpg
1096,68.76362512,voc_emotic_ava/EMOTIC__gyxnznvc0hjr3l6tt6.jpg
1097,69.5097724,voc_emotic_ava/EMOTIC__COCO_train2014_000000123286.jpg
1098,73.40834003,voc_emotic_ava/VOC2012__2010_006001.jpg
1099,73.03730903,voc_emotic_ava/VOC2012__2011_004492.jpg
1100,74.0139133,voc_emotic_ava/VOC2012__2011_003496.jpg
1101,74.68082681,voc_emotic_ava/VOC2012__2008_001738.jpg
1102,63.98447651,voc_emotic_ava/AVA__690262.jpg
1103,67.66943163,voc_emotic_ava/AVA__278638.jpg
1104,71.41225383,voc_emotic_ava/VOC2012__2012_002638.jpg
1105,71.5143666,voc_emotic_ava/JPEGImages__2010_002168.jpg
1106,74.95605372,voc_emotic_ava/VOC2012__2010_004067.jpg
1107,76.12999851,voc_emotic_ava/VOC2012__2010_000212.jpg
1108,73.57634772,voc_emotic_ava/JPEGImages__2008_006136.jpg
1109,74.53499146,voc_emotic_ava/EMOTIC__COCO_val2014_000000120745.jpg
1110,76.65309019,voc_emotic_ava/AVA__354331.jpg
1111,75.44049189,voc_emotic_ava/VOC2012__2011_006795.jpg
1112,73.61994831,voc_emotic_ava/JPEGImages__2010_004231.jpg
1113,72.68014466,voc_emotic_ava/JPEGImages__2009_000617.jpg
1114,65.73239908,blur_dataset/motion0182.jpg
1115,71.74163124,voc_emotic_ava/VOC2012__2008_000144.jpg
1116,61.48151327,voc_emotic_ava/AVA__440064.jpg
1117,76.58072128,voc_emotic_ava/VOC2012__2009_000381.jpg
1118,76.57956823,voc_emotic_ava/AVA__263581.jpg
1119,66.04619938,voc_emotic_ava/JPEGImages__2010_004856.jpg
1120,69.20319106,voc_emotic_ava/EMOTIC__COCO_val2014_000000140465.jpg
1121,71.28474205,voc_emotic_ava/VOC2012__2008_002796.jpg
1122,76.16666669,voc_emotic_ava/VOC2012__2008_000633.jpg
1123,84.88653245,voc_emotic_ava/AVA__85897.jpg
1124,77.42631944,voc_emotic_ava/VOC2012__2011_003596.jpg
1125,69.94677723,voc_emotic_ava/VOC2012__2010_004214.jpg
1126,73.55712828,voc_emotic_ava/JPEGImages__2012_003663.jpg
1127,75.50047383,voc_emotic_ava/VOC2012__2011_005005.jpg
1128,74.14539083,voc_emotic_ava/EMOTIC__COCO_train2014_000000283329.jpg
1129,71.52838016,voc_emotic_ava/AVA__473476.jpg
1130,75.15549412,voc_emotic_ava/JPEGImages__2012_003938.jpg
1131,56.47164645,voc_emotic_ava/VOC2012__2011_001634.jpg
1132,70.56744906,voc_emotic_ava/VOC2012__2012_001582.jpg
1133,76.15270493,voc_emotic_ava/EMOTIC__COCO_val2014_000000031699.jpg
1134,73.5314373,voc_emotic_ava/JPEGImages__2011_003255.jpg
1135,71.43479396,voc_emotic_ava/VOC2012__2009_005209.jpg
1136,66.97856047,voc_emotic_ava/EMOTIC__COCO_val2014_000000062877.jpg
1137,72.00605368,voc_emotic_ava/JPEGImages__2008_007646.jpg
1138,48.46825565,voc_emotic_ava/AVA__802826.jpg
1139,68.1964329,voc_emotic_ava/JPEGImages__2008_008075.jpg
1140,24.38356633,voc_emotic_ava/AVA__231035.jpg
1141,75.07194211,voc_emotic_ava/EMOTIC__COCO_train2014_000000163571.jpg
1142,65.88391907,voc_emotic_ava/JPEGImages__2011_002556.jpg
1143,71.47025296,voc_emotic_ava/AVA__408213.jpg
1144,75.1182557,voc_emotic_ava/JPEGImages__2008_008309.jpg
1145,74.09918746,blur_dataset/out_of_focus0414.jpg
1146,71.65192414,voc_emotic_ava/JPEGImages__2011_002168.jpg
1147,69.6204778,voc_emotic_ava/JPEGImages__2009_002849.jpg
1148,69.51988083,voc_emotic_ava/VOC2012__2011_002801.jpg
1149,76.94293075,voc_emotic_ava/JPEGImages__2007_007387.jpg
1150,76.94592205,voc_emotic_ava/VOC2012__2008_006881.jpg
1151,74.78740726,voc_emotic_ava/JPEGImages__2009_004841.jpg
1152,72.65511329,voc_emotic_ava/VOC2012__2009_003513.jpg
1153,77.51019096,voc_emotic_ava/EMOTIC__COCO_train2014_000000047387.jpg
1154,72.34324637,voc_emotic_ava/JPEGImages__2008_001430.jpg
1155,78.32229149,voc_emotic_ava/EMOTIC__COCO_val2014_000000507551.jpg
1156,68.31138066,voc_emotic_ava/AVA__200278.jpg
1157,74.12109766,voc_emotic_ava/EMOTIC__COCO_train2014_000000010600.jpg
1158,69.93211918,voc_emotic_ava/JPEGImages__2011_004403.jpg
1159,69.43534628,voc_emotic_ava/EMOTIC__COCO_train2014_000000335735.jpg
1160,72.40763013,voc_emotic_ava/EMOTIC__0o0velo0y57u4c7hse.jpg
1161,64.96376571,voc_emotic_ava/JPEGImages__2008_008471.jpg
1162,66.91671549,voc_emotic_ava/AVA__503401.jpg
1163,66.2972905,voc_emotic_ava/EMOTIC__ew4jd8yisn1e8eja1k.jpg
1164,72.73411014,voc_emotic_ava/AVA__622887.jpg
1165,72.16059587,voc_emotic_ava/VOC2012__2011_005787.jpg
1166,34.85590385,voc_emotic_ava/VOC2012__2010_000521.jpg
1167,76.94685742,voc_emotic_ava/VOC2012__2010_000072.jpg
1168,74.0575033,voc_emotic_ava/VOC2012__2010_005772.jpg
1169,63.06356613,voc_emotic_ava/AVA__276534.jpg
1170,71.97982227,voc_emotic_ava/AVA__280102.jpg
1171,78.87435856,voc_emotic_ava/EMOTIC__COCO_train2014_000000531236.jpg
